Price,Adj Close,Close,High,Low,Open,Volume
Ticker,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS
Datetime,,,,,,
2025-12-10 03:45:00+00:00,2136.60009765625,2136.60009765625,2138.10009765625,2128.89990234375,2129.0,0
2025-12-10 03:50:00+00:00,2138.10009765625,2138.10009765625,2140.39990234375,2133.89990234375,2136.60009765625,38082
2025-12-10 03:55:00+00:00,2141.699951171875,2141.699951171875,2143.800048828125,2136.60009765625,2138.5,24139
2025-12-10 04:00:00+00:00,2150.0,2150.0,2150.0,2141.699951171875,2141.699951171875,35354
2025-12-10 04:05:00+00:00,2147.60009765625,2147.60009765625,2150.0,2146.10009765625,2149.60009765625,24161
2025-12-10 04:10:00+00:00,2153.800048828125,2153.800048828125,2154.300048828125,2147.699951171875,2147.699951171875,26561
2025-12-10 04:15:00+00:00,2149.10009765625,2149.10009765625,2155.5,2148.199951171875,2154.0,47820
2025-12-10 04:20:00+00:00,2152.60009765625,2152.60009765625,2152.699951171875,2148.5,2148.5,19785
2025-12-10 04:25:00+00:00,2151.39990234375,2151.39990234375,2152.89990234375,2150.199951171875,2152.5,23062
2025-12-10 04:30:00+00:00,2150.60009765625,2150.60009765625,2152.60009765625,2150.60009765625,2151.199951171875,13627
2025-12-10 04:35:00+00:00,2148.5,2148.5,2151.300048828125,2148.10009765625,2150.699951171875,27029
2025-12-10 04:40:00+00:00,2147.39990234375,2147.39990234375,2149.5,2147.39990234375,2149.10009765625,10044
2025-12-10 04:45:00+00:00,2149.10009765625,2149.10009765625,2149.5,2148.0,2148.10009765625,12375
2025-12-10 04:50:00+00:00,2151.0,2151.0,2151.5,2149.60009765625,2149.60009765625,18203
2025-12-10 04:55:00+00:00,2152.39990234375,2152.39990234375,2154.0,2151.0,2151.0,39052
2025-12-10 05:00:00+00:00,2154.199951171875,2154.199951171875,2155.0,2152.300048828125,2152.300048828125,25953
2025-12-10 05:05:00+00:00,2151.800048828125,2151.800048828125,2154.800048828125,2151.60009765625,2154.199951171875,30725
2025-12-10 05:10:00+00:00,2150.60009765625,2150.60009765625,2151.800048828125,2149.89990234375,2151.60009765625,16443
2025-12-10 05:15:00+00:00,2148.199951171875,2148.199951171875,2150.800048828125,2146.60009765625,2150.5,21119
2025-12-10 05:20:00+00:00,2147.699951171875,2147.699951171875,2149.300048828125,2147.0,2148.300048828125,11935
2025-12-10 05:25:00+00:00,2145.0,2145.0,2149.39990234375,2144.300048828125,2147.699951171875,15342
2025-12-10 05:30:00+00:00,2146.60009765625,2146.60009765625,2146.60009765625,2144.0,2144.89990234375,34311
2025-12-10 05:35:00+00:00,2146.89990234375,2146.89990234375,2147.199951171875,2145.10009765625,2146.60009765625,10402
2025-12-10 05:40:00+00:00,2144.89990234375,2144.89990234375,2147.0,2143.60009765625,2146.89990234375,17177
2025-12-10 05:45:00+00:00,2144.800048828125,2144.800048828125,2147.199951171875,2144.39990234375,2144.89990234375,14341
2025-12-10 05:50:00+00:00,2141.800048828125,2141.800048828125,2145.0,2139.800048828125,2144.800048828125,23218
