Price,Adj Close,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Datetime,,,,,,
2025-12-10 03:45:00+00:00,997.5,997.5,998.2000122070312,994.4000244140625,997.0999755859375,0
2025-12-10 03:50:00+00:00,996.9000244140625,996.9000244140625,998.5,995.9000244140625,997.4000244140625,149656
2025-12-10 03:55:00+00:00,998.0999755859375,998.0999755859375,998.0999755859375,996.0999755859375,996.5999755859375,84327
2025-12-10 04:00:00+00:00,997.7999877929688,997.7999877929688,998.0999755859375,997.2999877929688,997.9000244140625,70190
2025-12-10 04:05:00+00:00,997.7000122070312,997.7000122070312,998.2000122070312,997.7000122070312,997.7999877929688,49278
2025-12-10 04:10:00+00:00,996.9000244140625,996.9000244140625,998.2000122070312,996.0,997.7000122070312,83900
2025-12-10 04:15:00+00:00,995.5999755859375,995.5999755859375,997.7000122070312,995.5999755859375,996.7999877929688,85811
2025-12-10 04:20:00+00:00,996.0,996.0,996.7000122070312,995.5,995.5999755859375,56014
2025-12-10 04:25:00+00:00,995.5999755859375,995.5999755859375,996.9000244140625,995.5999755859375,996.0999755859375,49040
2025-12-10 04:30:00+00:00,995.5,995.5,996.0999755859375,995.0999755859375,995.7000122070312,46174
2025-12-10 04:35:00+00:00,996.0999755859375,996.0999755859375,996.2999877929688,995.2000122070312,995.5,104672
2025-12-10 04:40:00+00:00,997.0,997.0,997.2999877929688,996.0,996.2000122070312,66257
2025-12-10 04:45:00+00:00,997.5,997.5,998.0,996.9000244140625,997.2000122070312,127923
2025-12-10 04:50:00+00:00,997.2999877929688,997.2999877929688,997.9000244140625,997.0999755859375,997.5,221025
2025-12-10 04:55:00+00:00,996.4000244140625,996.4000244140625,997.5999755859375,996.2999877929688,997.2000122070312,141203
2025-12-10 05:00:00+00:00,995.4000244140625,995.4000244140625,996.7999877929688,994.5999755859375,996.5,131184
2025-12-10 05:05:00+00:00,995.5999755859375,995.5999755859375,996.2999877929688,995.0,995.2000122070312,116896
2025-12-10 05:10:00+00:00,995.7999877929688,995.7999877929688,995.7999877929688,995.0,995.5,78773
2025-12-10 05:15:00+00:00,993.5999755859375,993.5999755859375,995.7999877929688,993.4000244140625,995.7999877929688,146902
2025-12-10 05:20:00+00:00,992.7999877929688,992.7999877929688,993.7999877929688,992.0999755859375,993.5999755859375,140279
2025-12-10 05:25:00+00:00,992.7000122070312,992.7000122070312,993.5,992.0,992.7999877929688,122973
2025-12-10 05:30:00+00:00,993.0999755859375,993.0999755859375,993.4000244140625,991.9000244140625,992.7000122070312,136256
